,title,rating,url
1450,"Penne with Wilted Arugula, Radicchio, and Smoked Mozzarella ",3.1,"https://www.epicurious.com/search?q=Penne+with+Wilted+Arugula,+Radicchio,+and+Smoked+Mozzarella"
1451,Pastry Cream ,4.4,https://www.epicurious.com/search?q=Pastry+Cream
1452,Chewy Nut and Cereal Bars ,3.8,https://www.epicurious.com/search?q=Chewy+Nut+and+Cereal+Bars
1453,Sweet-Potato and Parmesan Cake ,4.4,https://www.epicurious.com/search?q=Sweet-Potato+and+Parmesan+Cake
1454,Broccoli-Quinoa Salad with Buttermilk Dressing ,4.4,https://www.epicurious.com/search?q=Broccoli-Quinoa+Salad+with+Buttermilk+Dressing
1455,"Frittata Bites with Chard, Sausage, and Feta ",5.0,"https://www.epicurious.com/search?q=Frittata+Bites+with+Chard,+Sausage,+and+Feta"
1456,Homemade Curry Powder ,5.0,https://www.epicurious.com/search?q=Homemade+Curry+Powder
1457,Zuni Rolls with Raspberry Chipotle Sauce ,4.4,https://www.epicurious.com/search?q=Zuni+Rolls+with+Raspberry+Chipotle+Sauce
1458,Tuscan Bean and Swiss Chard Soup ,3.8,https://www.epicurious.com/search?q=Tuscan+Bean+and+Swiss+Chard+Soup
1459,Red Snapper with Spicy Soy Glaze on Sauteed Vegetables and Sweet Potatoes ,4.4,https://www.epicurious.com/search?q=Red+Snapper+with+Spicy+Soy+Glaze+on+Sauteed+Vegetables+and+Sweet+Potatoes
1460,Sesame Vinaigrette ,3.8,https://www.epicurious.com/search?q=Sesame+Vinaigrette
1461,"Rotini with Peppers, Onions, and Feta ",3.8,"https://www.epicurious.com/search?q=Rotini+with+Peppers,+Onions,+and+Feta"
1462,Maiden's Prayer I ,0.0,https://www.epicurious.com/search?q=Maiden's+Prayer+I
1463,Wild Rice and Chicken or Turkey Salad with Tarragon ,4.4,https://www.epicurious.com/search?q=Wild+Rice+and+Chicken+or+Turkey+Salad+with+Tarragon
1464,Indian-Spiced Fish with Cucumber Relish ,3.1,https://www.epicurious.com/search?q=Indian-Spiced+Fish+with+Cucumber+Relish
1465,Manhattan Clam Chowder ,4.4,https://www.epicurious.com/search?q=Manhattan+Clam+Chowder
1466,Grilled Garlic-Marinated Baby Zucchini ,5.0,https://www.epicurious.com/search?q=Grilled+Garlic-Marinated+Baby+Zucchini
1467,Baby Carrot Crudites with Green Onion and Mint Dip ,3.8,https://www.epicurious.com/search?q=Baby+Carrot+Crudites+with+Green+Onion+and+Mint+Dip
1468,Spiced Rum Punch with Citrus and Luxardo ,0.0,https://www.epicurious.com/search?q=Spiced+Rum+Punch+with+Citrus+and+Luxardo
1469,"Lentil Salad with Carrots, Yellow Tomatoes, and Bell Peppers ",4.4,"https://www.epicurious.com/search?q=Lentil+Salad+with+Carrots,+Yellow+Tomatoes,+and+Bell+Peppers"
1470,Caramel Corn Blondies ,5.0,https://www.epicurious.com/search?q=Caramel+Corn+Blondies
1471,Red Flannel Hash with Dilled Sour Cream ,3.1,https://www.epicurious.com/search?q=Red+Flannel+Hash+with+Dilled+Sour+Cream
1472,Grilled Tomatoes Stuffed with Goat Cheese and Sage ,4.4,https://www.epicurious.com/search?q=Grilled+Tomatoes+Stuffed+with+Goat+Cheese+and+Sage
1473,"Salmon with Sweet Chili Glaze, Sugar Snap Peas, and Pea Tendrils ",4.4,"https://www.epicurious.com/search?q=Salmon+with+Sweet+Chili+Glaze,+Sugar+Snap+Peas,+and+Pea+Tendrils"
1474,Zhoug (Spicy Herb Sauce) ,0.0,https://www.epicurious.com/search?q=Zhoug+(Spicy+Herb+Sauce)
1475,"Sourdough, Italian Sausage, and Chestnut Stuffing ",4.4,"https://www.epicurious.com/search?q=Sourdough,+Italian+Sausage,+and+Chestnut+Stuffing"
1476,Fresh Egg Pasta ,0.0,https://www.epicurious.com/search?q=Fresh+Egg+Pasta
1477,"Pork with Apples, Calvados and Apple Cider ",4.4,"https://www.epicurious.com/search?q=Pork+with+Apples,+Calvados+and+Apple+Cider"
1478,Curried Lamb Burgers with Grilled Vegetables and Mint Raita ,4.4,https://www.epicurious.com/search?q=Curried+Lamb+Burgers+with+Grilled+Vegetables+and+Mint+Raita
1479,Cashew Milk and Cashew Flour ,0.0,https://www.epicurious.com/search?q=Cashew+Milk+and+Cashew+Flour
1480,Mozzarella Pesto Spread ,3.8,https://www.epicurious.com/search?q=Mozzarella+Pesto+Spread
1481,Chocolate Fudge-Almond ,0.0,https://www.epicurious.com/search?q=Chocolate+Fudge-Almond
1482,Honey Walnuts ,3.8,https://www.epicurious.com/search?q=Honey+Walnuts
1483,Oven-Fried Herbed Potatoes ,4.4,https://www.epicurious.com/search?q=Oven-Fried+Herbed+Potatoes
1484,Delicious Bread-and-Butter Pudding ,5.0,https://www.epicurious.com/search?q=Delicious+Bread-and-Butter+Pudding
1485,"Rice with Dill, Walnuts, and Golden Raisins ",4.4,"https://www.epicurious.com/search?q=Rice+with+Dill,+Walnuts,+and+Golden+Raisins"
1486,Coconut Spice Cake ,3.8,https://www.epicurious.com/search?q=Coconut+Spice+Cake
1487,Belgian Endive and Apple Salad with Cranberry Vinaigrette ,4.4,https://www.epicurious.com/search?q=Belgian+Endive+and+Apple+Salad+with+Cranberry+Vinaigrette
1488,Lemon Verbena Ice Cream ,5.0,https://www.epicurious.com/search?q=Lemon+Verbena+Ice+Cream
1489,Sorbet with Vodka-Marinated Plums ,3.1,https://www.epicurious.com/search?q=Sorbet+with+Vodka-Marinated+Plums
1490,Sweet-Onion Quesadillas ,4.4,https://www.epicurious.com/search?q=Sweet-Onion+Quesadillas
1491,White Chocolate-Raspberry Crème Brûlée Tartlets ,3.8,https://www.epicurious.com/search?q=White+Chocolate-Raspberry+Crème+Brûlée+Tartlets
1492,Sweet Potato Turnovers with Sweet Kraut ,3.8,https://www.epicurious.com/search?q=Sweet+Potato+Turnovers+with+Sweet+Kraut
1493,"Asparagus, Green Onion, Cucumber, and Herb Salad ",4.4,"https://www.epicurious.com/search?q=Asparagus,+Green+Onion,+Cucumber,+and+Herb+Salad"
1494,Field Greens with Red Chili Dressing ,4.4,https://www.epicurious.com/search?q=Field+Greens+with+Red+Chili+Dressing
1495,Raspberry Whipped Cream Truffle Cake ,4.4,https://www.epicurious.com/search?q=Raspberry+Whipped+Cream+Truffle+Cake
1496,Tree-Trimming Cider Punch ,3.8,https://www.epicurious.com/search?q=Tree-Trimming+Cider+Punch
1497,Poulet au Vinaigre a l'Estragon ,4.4,https://www.epicurious.com/search?q=Poulet+au+Vinaigre+a+l'Estragon
1498,Grand Marnier Smoothie ,3.8,https://www.epicurious.com/search?q=Grand+Marnier+Smoothie
1499,Chopped Arugula Salad ,4.4,https://www.epicurious.com/search?q=Chopped+Arugula+Salad
1500,Rice with Spinach and Feta Cheese ,4.4,https://www.epicurious.com/search?q=Rice+with+Spinach+and+Feta+Cheese
1501,Grilled Chicken Salad with Greens and Balsamic Dressing ,4.4,https://www.epicurious.com/search?q=Grilled+Chicken+Salad+with+Greens+and+Balsamic+Dressing
1502,"Chocolate Chip, Cherry and Walnut Rugelach ",4.4,"https://www.epicurious.com/search?q=Chocolate+Chip,+Cherry+and+Walnut+Rugelach"
1503,Pumpkin Pie Cupcakes ,4.4,https://www.epicurious.com/search?q=Pumpkin+Pie+Cupcakes
1504,Greek Feta Burger ,4.4,https://www.epicurious.com/search?q=Greek+Feta+Burger
1505,Italian Sausages with Broccoli Rabe and Polenta ,3.8,https://www.epicurious.com/search?q=Italian+Sausages+with+Broccoli+Rabe+and+Polenta
1506,Betel Leaf Wraps with Curried Squid and Cucumber Relish ,4.4,https://www.epicurious.com/search?q=Betel+Leaf+Wraps+with+Curried+Squid+and+Cucumber+Relish
1507,Crawfish Gravy ,4.4,https://www.epicurious.com/search?q=Crawfish+Gravy
1508,"Barley ""Risotto"" Carter ",3.8,"https://www.epicurious.com/search?q=Barley+""Risotto""+Carter"
1509,Spring Pea Butter With Shallot and Lemon ,4.4,https://www.epicurious.com/search?q=Spring+Pea+Butter+With+Shallot+and+Lemon
1510,"Watermelon, Feta, and Arugula Salad with Balsamic Glaze ",4.4,"https://www.epicurious.com/search?q=Watermelon,+Feta,+and+Arugula+Salad+with+Balsamic+Glaze"
1511,Chicken Liver Pâté with Fig Preserves ,3.8,https://www.epicurious.com/search?q=Chicken+Liver+Pâté+with+Fig+Preserves
1512,Bulgarian Beef Stew ,4.4,https://www.epicurious.com/search?q=Bulgarian+Beef+Stew
1513,Chilled Japanese Noodles with Grilled Chicken and Vegetables ,3.8,https://www.epicurious.com/search?q=Chilled+Japanese+Noodles+with+Grilled+Chicken+and+Vegetables
1514,Herbed Beef Stew with Sugar Snap Peas ,3.8,https://www.epicurious.com/search?q=Herbed+Beef+Stew+with+Sugar+Snap+Peas
1515,"Stuffed Lamb Breast With Lemon, Ricotta, And Oregano ",0.0,"https://www.epicurious.com/search?q=Stuffed+Lamb+Breast+With+Lemon,+Ricotta,+And+Oregano"
1516,Salmon with Sesame and Orange-Ginger Relish ,4.4,https://www.epicurious.com/search?q=Salmon+with+Sesame+and+Orange-Ginger+Relish
1517,Orange-Blossom-Honey Madeleines ,5.0,https://www.epicurious.com/search?q=Orange-Blossom-Honey+Madeleines
1518,Baked Ziti with Spicy Pork and Sausage Ragù ,4.4,https://www.epicurious.com/search?q=Baked+Ziti+with+Spicy+Pork+and+Sausage+Ragù
1519,Pasta with Three Peas ,4.4,https://www.epicurious.com/search?q=Pasta+with+Three+Peas
1520,Butternut Squash and Sage Orzo ,4.4,https://www.epicurious.com/search?q=Butternut+Squash+and+Sage+Orzo
1521,Greek Garlic Potato Dip (Skordalia) ,0.0,https://www.epicurious.com/search?q=Greek+Garlic+Potato+Dip+(Skordalia)
1522,Chipotle Cranberry Sauce ,4.4,https://www.epicurious.com/search?q=Chipotle+Cranberry+Sauce
1523,Spicy Pickled Green Beans and Fennel ,0.0,https://www.epicurious.com/search?q=Spicy+Pickled+Green+Beans+and+Fennel
1524,Mushroom and Thyme Risotto Cakes with Roasted Tomato and Arugula Salad ,3.8,https://www.epicurious.com/search?q=Mushroom+and+Thyme+Risotto+Cakes+with+Roasted+Tomato+and+Arugula+Salad
1525,Lemongrass Consommé ,3.8,https://www.epicurious.com/search?q=Lemongrass+Consommé
1526,Chipotle Pico de Gallo ,4.4,https://www.epicurious.com/search?q=Chipotle+Pico+de+Gallo
1527,Radish and Carrot Salad with Tuna and Capers ,4.4,https://www.epicurious.com/search?q=Radish+and+Carrot+Salad+with+Tuna+and+Capers
1528,Roasted Vegetable Ragù ,3.8,https://www.epicurious.com/search?q=Roasted+Vegetable+Ragù
1529,Chocolate Roll with Cappuccino Cream ,4.4,https://www.epicurious.com/search?q=Chocolate+Roll+with+Cappuccino+Cream
1530,Red Onion Marmalade with Chestnuts ,0.0,https://www.epicurious.com/search?q=Red+Onion+Marmalade+with+Chestnuts
1531,Dipped Dates ,0.0,https://www.epicurious.com/search?q=Dipped+Dates
1532,Orange-Spice Bûche de Noël with Orange Cream Cheese Frosting ,4.4,https://www.epicurious.com/search?q=Orange-Spice+Bûche+de+Noël+with+Orange+Cream+Cheese+Frosting
1533,Fettucine with Smoked Salmon and Asparagus ,3.8,https://www.epicurious.com/search?q=Fettucine+with+Smoked+Salmon+and+Asparagus
1534,Oven-Baked Parmesan Croutons ,4.4,https://www.epicurious.com/search?q=Oven-Baked+Parmesan+Croutons
1535,Potato and Yam Soup with Bacon and Spinach ,4.4,https://www.epicurious.com/search?q=Potato+and+Yam+Soup+with+Bacon+and+Spinach
1536,Stellar Quinoa Burger ,5.0,https://www.epicurious.com/search?q=Stellar+Quinoa+Burger
1537,"Roasted Pork with Sage, Rosemary, and Garlic ",4.4,"https://www.epicurious.com/search?q=Roasted+Pork+with+Sage,+Rosemary,+and+Garlic"
1538,Asian Spinach Salad ,4.4,https://www.epicurious.com/search?q=Asian+Spinach+Salad
1539,Strozzapreti with Oxtail Ragù and Horseradish Crumbs ,3.8,https://www.epicurious.com/search?q=Strozzapreti+with+Oxtail+Ragù+and+Horseradish+Crumbs
1540,Moroccan-Style Roast Chicken ,3.8,https://www.epicurious.com/search?q=Moroccan-Style+Roast+Chicken
1541,German-Style Stuffed Kohlrabi ,4.4,https://www.epicurious.com/search?q=German-Style+Stuffed+Kohlrabi
1542,Chicken with Roasted Garlic and Herbs ,3.1,https://www.epicurious.com/search?q=Chicken+with+Roasted+Garlic+and+Herbs
1543,Red-Wine Reduction ,4.4,https://www.epicurious.com/search?q=Red-Wine+Reduction
1544,"Rice Pudding with Ginger, Amaranth, and Mango ",0.0,"https://www.epicurious.com/search?q=Rice+Pudding+with+Ginger,+Amaranth,+and+Mango"
1545,Herb Salt ,0.0,https://www.epicurious.com/search?q=Herb+Salt
1546,Orange-Kumquat Marmalade ,5.0,https://www.epicurious.com/search?q=Orange-Kumquat+Marmalade
1547,"Grilled Halibut, Eggplant, and Baby Bok Choy with Korean Barbecue Sauce ",4.4,"https://www.epicurious.com/search?q=Grilled+Halibut,+Eggplant,+and+Baby+Bok+Choy+with+Korean+Barbecue+Sauce"
1548,"Turkey Roulades with Corn Bread, Jalapeño, & Monterey Jack Filling ",3.1,"https://www.epicurious.com/search?q=Turkey+Roulades+with+Corn+Bread,+Jalapeño,+&+Monterey+Jack+Filling"
1549,Peanut Punch ,0.0,https://www.epicurious.com/search?q=Peanut+Punch
1550,Garlic Roasted Potato Skins ,4.4,https://www.epicurious.com/search?q=Garlic+Roasted+Potato+Skins
1551,Parsley Dumplings ,4.4,https://www.epicurious.com/search?q=Parsley+Dumplings
1552,Cajun Corn Bread Stuffing ,4.4,https://www.epicurious.com/search?q=Cajun+Corn+Bread+Stuffing
1553,Mulled White Wine with Pear Brandy ,5.0,https://www.epicurious.com/search?q=Mulled+White+Wine+with+Pear+Brandy
1554,Linguine with Clams and Wild Mushrooms ,3.8,https://www.epicurious.com/search?q=Linguine+with+Clams+and+Wild+Mushrooms
1555,Garlic-and-Herb-Braised Squid ,4.4,https://www.epicurious.com/search?q=Garlic-and-Herb-Braised+Squid
1556,Braised and Brûléed Apples With Ice Cream ,0.0,https://www.epicurious.com/search?q=Braised+and+Brûléed+Apples+With+Ice+Cream
1557,Mediterranean Couscous Salad with Roasted Vegetables ,4.4,https://www.epicurious.com/search?q=Mediterranean+Couscous+Salad+with+Roasted+Vegetables
1558,Shrimp with Basil-Garlic Butter ,5.0,https://www.epicurious.com/search?q=Shrimp+with+Basil-Garlic+Butter
1559,Shrimp in Yuca Coconut Purée ,5.0,https://www.epicurious.com/search?q=Shrimp+in+Yuca+Coconut+Purée
1560,Garlic Dijon Skirt Steak ,4.4,https://www.epicurious.com/search?q=Garlic+Dijon+Skirt+Steak
1561,Asian Dipping Sauce ,0.0,https://www.epicurious.com/search?q=Asian+Dipping+Sauce
1562,"Grilled Chicken with Mint, Orange, and Chile Chutney ",3.1,"https://www.epicurious.com/search?q=Grilled+Chicken+with+Mint,+Orange,+and+Chile+Chutney"
1563,Petatou de Chère Fraise au Thyme et Olives Nicoises ,4.4,https://www.epicurious.com/search?q=Petatou+de+Chère+Fraise+au+Thyme+et+Olives+Nicoises
1564,"Grilled Pork, Tomato, Frisée, and Black Bean Salad with Chipotle Citrus Dressing ",4.4,"https://www.epicurious.com/search?q=Grilled+Pork,+Tomato,+Frisée,+and+Black+Bean+Salad+with+Chipotle+Citrus+Dressing"
1565,Tapenade ,0.0,https://www.epicurious.com/search?q=Tapenade
1566,Cumin Coleslaw ,3.1,https://www.epicurious.com/search?q=Cumin+Coleslaw
1567,Chicken Cutlets Marinated in Lime Juice ,3.8,https://www.epicurious.com/search?q=Chicken+Cutlets+Marinated+in+Lime+Juice
1568,Orange Roughy à la Greque ,3.8,https://www.epicurious.com/search?q=Orange+Roughy+à+la+Greque
1569,Penguin Buffet's Classic Israeli Schnitzel ,4.4,https://www.epicurious.com/search?q=Penguin+Buffet's+Classic+Israeli+Schnitzel
1570,Bacon and Onion Corn Muffins ,1.2,https://www.epicurious.com/search?q=Bacon+and+Onion+Corn+Muffins
1571,Beef Shanks Braised in Soy Sauce with Cinnamon and Star Anise ,2.5,https://www.epicurious.com/search?q=Beef+Shanks+Braised+in+Soy+Sauce+with+Cinnamon+and+Star+Anise
1572,Apple-Plum Chutney ,3.1,https://www.epicurious.com/search?q=Apple-Plum+Chutney
1573,Turnip Greens Cooked in Rich Pork Stock ,3.8,https://www.epicurious.com/search?q=Turnip+Greens+Cooked+in+Rich+Pork+Stock
1574,Spicy Shrimp and Vegetable Stir-Fry ,4.4,https://www.epicurious.com/search?q=Spicy+Shrimp+and+Vegetable+Stir-Fry
1575,Sweet Potato Cupcakes ,5.0,https://www.epicurious.com/search?q=Sweet+Potato+Cupcakes
1576,Roast Turkey with Maple Herb Butter and Gravy ,4.4,https://www.epicurious.com/search?q=Roast+Turkey+with+Maple+Herb+Butter+and+Gravy
1577,Shellfish Paella Risotto ,4.4,https://www.epicurious.com/search?q=Shellfish+Paella+Risotto
1578,"Pizzas with Prosciutto, Peas, Pea Sprouts and Gruyère ",3.8,"https://www.epicurious.com/search?q=Pizzas+with+Prosciutto,+Peas,+Pea+Sprouts+and+Gruyère"
1579,Lemon and Toasted Coconut Ice Cream ,2.5,https://www.epicurious.com/search?q=Lemon+and+Toasted+Coconut+Ice+Cream
1580,Italian Sausage and Bread Stuffing ,5.0,https://www.epicurious.com/search?q=Italian+Sausage+and+Bread+Stuffing
1581,Hot Chocolate with Coffee and Hazelnut Liqueurs ,5.0,https://www.epicurious.com/search?q=Hot+Chocolate+with+Coffee+and+Hazelnut+Liqueurs
1582,Fried Rice with Cilantro and Peas ,4.4,https://www.epicurious.com/search?q=Fried+Rice+with+Cilantro+and+Peas
1583,"Salmon with Endive, Dill, and Cream ",4.4,"https://www.epicurious.com/search?q=Salmon+with+Endive,+Dill,+and+Cream"
1584,Chocolate Panforte Candies ,5.0,https://www.epicurious.com/search?q=Chocolate+Panforte+Candies
1585,"Chicken, Potato, and Green Bean Salad ",3.8,"https://www.epicurious.com/search?q=Chicken,+Potato,+and+Green+Bean+Salad"
1586,"Seared Duck Breast with Chili, Honey & Ginger Glaze ",4.4,"https://www.epicurious.com/search?q=Seared+Duck+Breast+with+Chili,+Honey+&+Ginger+Glaze"
1587,Shellfish Boil with Spicy Green Dipping Sauce ,0.0,https://www.epicurious.com/search?q=Shellfish+Boil+with+Spicy+Green+Dipping+Sauce
1588,Balsamic Berries Over Vanilla Ice Cream ,5.0,https://www.epicurious.com/search?q=Balsamic+Berries+Over+Vanilla+Ice+Cream
1589,Beef Tenderloin and Vegetable Pot Pies ,3.8,https://www.epicurious.com/search?q=Beef+Tenderloin+and+Vegetable+Pot+Pies
1590,Grilled Jerk Pork With Curried Peach Relish ,4.4,https://www.epicurious.com/search?q=Grilled+Jerk+Pork+With+Curried+Peach+Relish
1591,Tangerine-Honey Flan with Grapefruit Segments ,4.4,https://www.epicurious.com/search?q=Tangerine-Honey+Flan+with+Grapefruit+Segments
1592,Chicken Stock ,0.0,https://www.epicurious.com/search?q=Chicken+Stock
1593,Fennel and Parsley Salad ,3.8,https://www.epicurious.com/search?q=Fennel+and+Parsley+Salad
1594,Chocolate Rum Pudding ,3.8,https://www.epicurious.com/search?q=Chocolate+Rum+Pudding
1595,Hotsy Pasta ,4.4,https://www.epicurious.com/search?q=Hotsy+Pasta
1596,Pork Stew with Olives and Green Beans ,4.4,https://www.epicurious.com/search?q=Pork+Stew+with+Olives+and+Green+Beans
1597,Sandmartin ,0.0,https://www.epicurious.com/search?q=Sandmartin
1598,Mango and Shrimp Wraps ,4.4,https://www.epicurious.com/search?q=Mango+and+Shrimp+Wraps
1599,Beet and Potato Salad ,3.1,https://www.epicurious.com/search?q=Beet+and+Potato+Salad
1600,Habanero Salsa ,5.0,https://www.epicurious.com/search?q=Habanero+Salsa
1601,Isabella's Aphrodisiac Ice Cream ,5.0,https://www.epicurious.com/search?q=Isabella's+Aphrodisiac+Ice+Cream
1602,Sashimi Salad with Soy and Orange ,5.0,https://www.epicurious.com/search?q=Sashimi+Salad+with+Soy+and+Orange
1603,Spicy Tamarind Shrimp ,2.5,https://www.epicurious.com/search?q=Spicy+Tamarind+Shrimp
1604,Fresh Fruit Smoothie ,4.4,https://www.epicurious.com/search?q=Fresh+Fruit+Smoothie
1605,Red and Green Grape Crisp ,4.4,https://www.epicurious.com/search?q=Red+and+Green+Grape+Crisp
1606,Sausage and Broccoli Rabe Frittata ,3.1,https://www.epicurious.com/search?q=Sausage+and+Broccoli+Rabe+Frittata
1607,Seared Scallops with Asian Lime-chile Sauce ,4.4,https://www.epicurious.com/search?q=Seared+Scallops+with+Asian+Lime-chile+Sauce
1608,Angel's Wing ,0.0,https://www.epicurious.com/search?q=Angel's+Wing
1609,Crackling Corn Bread ,1.9,https://www.epicurious.com/search?q=Crackling+Corn+Bread
1610,"Peppered Chicken Liver, Sage, and Fried Onion Bruschetta ",4.4,"https://www.epicurious.com/search?q=Peppered+Chicken+Liver,+Sage,+and+Fried+Onion+Bruschetta"
1611,Fried Stuffed Rice Balls ,4.4,https://www.epicurious.com/search?q=Fried+Stuffed+Rice+Balls
1612,Parsi Potatoes with Egg ,4.4,https://www.epicurious.com/search?q=Parsi+Potatoes+with+Egg
1613,Quince Pound Cake ,4.4,https://www.epicurious.com/search?q=Quince+Pound+Cake
1614,Penne with Asparagus and Basil ,3.1,https://www.epicurious.com/search?q=Penne+with+Asparagus+and+Basil
1615,Milk Chocolate-Pecan Tartlets ,4.4,https://www.epicurious.com/search?q=Milk+Chocolate-Pecan+Tartlets
1616,"Cuban-Style Grilled Mojo Chicken with Greens, Avocados and Mangoes ",3.8,"https://www.epicurious.com/search?q=Cuban-Style+Grilled+Mojo+Chicken+with+Greens,+Avocados+and+Mangoes"
1617,Pineapple-Apricot Salsa ,4.4,https://www.epicurious.com/search?q=Pineapple-Apricot+Salsa
1618,"Frisée Salad with Bacon, Dates, and Red Onion ",4.4,"https://www.epicurious.com/search?q=Frisée+Salad+with+Bacon,+Dates,+and+Red+Onion"
1619,Beef Medallions with Cognac Sauce ,4.4,https://www.epicurious.com/search?q=Beef+Medallions+with+Cognac+Sauce
1620,Curried Stir-Fried Noodles with Vegetables ,3.8,https://www.epicurious.com/search?q=Curried+Stir-Fried+Noodles+with+Vegetables
1621,Cool Tahini Pasta ,3.1,https://www.epicurious.com/search?q=Cool+Tahini+Pasta
1622,Caraway Rice Cakes ,3.1,https://www.epicurious.com/search?q=Caraway+Rice+Cakes
1623,Dill Lemon Pesto ,3.8,https://www.epicurious.com/search?q=Dill+Lemon+Pesto
1624,Melon and Berry Compote ,4.4,https://www.epicurious.com/search?q=Melon+and+Berry+Compote
1625,Red Leaf Caesar Salad with Grilled Parmesan Croutons ,4.4,https://www.epicurious.com/search?q=Red+Leaf+Caesar+Salad+with+Grilled+Parmesan+Croutons
1626,"Tofu, Fried, with Pork and Black-Bean Sauce (Peng's Home-Style Bean Curd) ",5.0,"https://www.epicurious.com/search?q=Tofu,+Fried,+with+Pork+and+Black-Bean+Sauce+(Peng's+Home-Style+Bean+Curd)"
1627,"Apple, Green Onion, and Jalapeño Salsa ",4.4,"https://www.epicurious.com/search?q=Apple,+Green+Onion,+and+Jalapeño+Salsa"
1628,Hibiscus Sauce (Sirope de Flor de Jamaica) ,0.0,https://www.epicurious.com/search?q=Hibiscus+Sauce+(Sirope+de+Flor+de+Jamaica)
1629,One-Bowl Milk Chocolate Cake With Chocolate-Caramel Frosting ,3.1,https://www.epicurious.com/search?q=One-Bowl+Milk+Chocolate+Cake+With+Chocolate-Caramel+Frosting
1630,Blood Orange Champagne Cocktail ,5.0,https://www.epicurious.com/search?q=Blood+Orange+Champagne+Cocktail
1631,Warm Date and Almond Puddings ,0.0,https://www.epicurious.com/search?q=Warm+Date+and+Almond+Puddings
1632,Pickled Shrimp ,5.0,https://www.epicurious.com/search?q=Pickled+Shrimp
1633,Nonya Chicken Stock ,0.0,https://www.epicurious.com/search?q=Nonya+Chicken+Stock
1634,BA's Best Fried Chicken Sandwich ,4.4,https://www.epicurious.com/search?q=BA's+Best+Fried+Chicken+Sandwich
1635,Grilling Procedure ,5.0,https://www.epicurious.com/search?q=Grilling+Procedure
1636,Cinnamon Ice Cream ,4.4,https://www.epicurious.com/search?q=Cinnamon+Ice+Cream
1637,Chili and Honey Chicken Legs ,3.8,https://www.epicurious.com/search?q=Chili+and+Honey+Chicken+Legs
1638,Turkey en Chaudfroid ,3.8,https://www.epicurious.com/search?q=Turkey+en+Chaudfroid
1639,Creamed Smoked Salmon and Leeks ,4.4,https://www.epicurious.com/search?q=Creamed+Smoked+Salmon+and+Leeks
1640,"Lemon, Pepper, and Thyme Popovers ",3.8,"https://www.epicurious.com/search?q=Lemon,+Pepper,+and+Thyme+Popovers"
1641,Lamb and Barley Soup ,4.4,https://www.epicurious.com/search?q=Lamb+and+Barley+Soup
1642,"Cucumber, Radish, and Watercress Sandwiches with Truffled Goat Cheese ",3.8,"https://www.epicurious.com/search?q=Cucumber,+Radish,+and+Watercress+Sandwiches+with+Truffled+Goat+Cheese"
1643,Roasted Sweet Potatoes with Lime Syrup and Chives ,4.4,https://www.epicurious.com/search?q=Roasted+Sweet+Potatoes+with+Lime+Syrup+and+Chives
1644,Hibiscus Sauce (Sirope de Flor de Jamaica) ,0.0,https://www.epicurious.com/search?q=Hibiscus+Sauce+(Sirope+de+Flor+de+Jamaica)
1645,Grilled Tuscan Pork Rib Roast with Rosemary Coating and Red Pepper Relish ,3.8,https://www.epicurious.com/search?q=Grilled+Tuscan+Pork+Rib+Roast+with+Rosemary+Coating+and+Red+Pepper+Relish
1646,Chicken and Apple Curry ,3.8,https://www.epicurious.com/search?q=Chicken+and+Apple+Curry
1647,"Orzo with Beets, Olives, Feta, and Soft-Boiled Eggs ",3.8,"https://www.epicurious.com/search?q=Orzo+with+Beets,+Olives,+Feta,+and+Soft-Boiled+Eggs"
1648,Yogurt Garlic Sauce ,4.4,https://www.epicurious.com/search?q=Yogurt+Garlic+Sauce
1649,Cherry-Apricot Compote ,4.4,https://www.epicurious.com/search?q=Cherry-Apricot+Compote
1650,Beer and Horseradish Mustard ,2.5,https://www.epicurious.com/search?q=Beer+and+Horseradish+Mustard
1651,Harira ,4.4,https://www.epicurious.com/search?q=Harira
1652,Oysters and Pearls ,4.4,https://www.epicurious.com/search?q=Oysters+and+Pearls
1653,Cranberry-Orange Cape Cod ,5.0,https://www.epicurious.com/search?q=Cranberry-Orange+Cape+Cod
1654,Piccadilly ,0.0,https://www.epicurious.com/search?q=Piccadilly
1655,Marzipan-Topped Strawberry Layer Cake ,4.4,https://www.epicurious.com/search?q=Marzipan-Topped+Strawberry+Layer+Cake
1656,Scotch Broth ,4.4,https://www.epicurious.com/search?q=Scotch+Broth
1657,Pecan Praline Topping ,4.4,https://www.epicurious.com/search?q=Pecan+Praline+Topping
1658,Crunchy Eggs with Piquillo Peppers ,5.0,https://www.epicurious.com/search?q=Crunchy+Eggs+with+Piquillo+Peppers
1659,Caraway-Crusted Pork Chops ,3.8,https://www.epicurious.com/search?q=Caraway-Crusted+Pork+Chops
1660,Sweet Potato Purée with Goat Cheese and Truffle Oil ,4.4,https://www.epicurious.com/search?q=Sweet+Potato+Purée+with+Goat+Cheese+and+Truffle+Oil
1661,Grilled Swordfish with Cucumber Lime Salsa ,4.4,https://www.epicurious.com/search?q=Grilled+Swordfish+with+Cucumber+Lime+Salsa
1662,Brandy Crusta ,0.0,https://www.epicurious.com/search?q=Brandy+Crusta
1663,Spicy Spinach Linguine with Olive Oil and Garlic ,4.4,https://www.epicurious.com/search?q=Spicy+Spinach+Linguine+with+Olive+Oil+and+Garlic
